UT (Unique WOS ID),Publication Year,topic_bertopic,topic_lda,topic_nmf,topic_kmeans
WOS:000588612800001,2021,41,38,42,15
WOS:000580644000018,2020,15,38,63,66
WOS:000536642600001,2021,34,38,74,15
WOS:001573520900001,2025,42,52,62,79
WOS:001243359400002,2024,76,77,64,51
WOS:001407768500004,2024,-1,77,53,10
WOS:000796226300001,2022,38,77,57,54
WOS:000561016000003,2020,42,77,74,55
WOS:000576640800020,2020,57,77,73,55
WOS:001405417600001,2025,64,77,71,10
WOS:001319934500001,2024,81,77,77,51
WOS:001069034300001,2023,-1,77,77,15
WOS:001626547500001,2026,-1,38,5,36
WOS:001414078400001,2025,-1,52,59,73
WOS:001329707200001,2025,86,77,65,51
WOS:001316483100001,2024,-1,38,42,58
WOS:001268681100001,2025,70,77,71,48
WOS:001132995200007,2023,7,38,60,39
WOS:001046609000001,2023,47,52,74,49
WOS:000907018700001,2024,32,77,25,14
WOS:001181738400009,2023,5,38,61,58
WOS:000692522000001,2021,26,77,41,8
WOS:001585334900001,2026,23,38,69,7
WOS:001301612300001,2024,-1,77,62,32
WOS:001043462100001,2023,61,52,76,48
WOS:001027779600001,2023,-1,77,55,75
WOS:000712972200002,2021,35,77,66,13
WOS:000702316800001,2022,-1,77,74,21
WOS:000678987900004,2021,98,38,64,28
WOS:000541734200011,2020,9,77,53,3
WOS:001332532100001,2025,41,38,54,20
WOS:001610852900015,2024,77,38,32,6
WOS:001414213300012,2025,-1,38,69,53
WOS:000821342100001,2023,73,77,74,51
WOS:000531092200016,2020,69,77,76,65
WOS:001327323900003,2024,-1,52,47,26
WOS:001090697400001,2024,-1,77,72,10
WOS:000805877000001,2022,38,77,57,54
WOS:000727289600002,2021,-1,77,74,61
WOS:000537555200008,2020,-1,77,67,55
WOS:001564453700001,2025,2,52,6,50
WOS:001381573000003,2024,4,77,3,17
WOS:001130001300019,2023,59,38,3,44
WOS:001100072300001,2023,25,77,58,75
WOS:000999174000001,2023,56,38,74,71
WOS:000885321600001,2022,2,38,6,22
WOS:000660891200042,2021,9,38,65,2
WOS:000672125800001,2022,4,38,3,17
WOS:000647436100001,2021,-1,52,54,0
WOS:000538053500003,2020,25,77,78,65
WOS:001421647800001,2025,11,23,68,18
WOS:000627747500001,2021,-1,52,17,28
WOS:000940160800001,2023,10,23,22,9
WOS:001597910800001,2025,84,38,64,58
WOS:000999976000001,2023,10,23,22,9
WOS:000683568900001,2021,43,77,55,75
WOS:000885141900001,2022,7,52,43,23
WOS:000834574500001,2022,6,52,59,37
WOS:000973635700016,2022,45,77,77,28
WOS:000966598900001,2023,-1,23,59,65
WOS:000652457600004,2021,43,77,65,34
WOS:001596266600001,2025,-1,38,78,15
WOS:001494571400001,2025,43,77,55,34
WOS:001272713500001,2024,75,52,64,62
WOS:001000477200001,2023,26,38,41,8
WOS:000735237300001,2022,-1,52,72,16
WOS:001583298200007,2025,2,52,64,50
WOS:000625757800082,2021,-1,38,73,71
WOS:000582768600001,2021,74,52,76,37
WOS:001263110600001,2024,79,52,28,62
WOS:000863543900011,2022,12,38,70,36
WOS:000635187000002,2021,10,52,22,9
WOS:000968166000001,2020,45,38,77,58
WOS:001291901600001,2024,37,38,61,56
WOS:001240897800006,2024,83,38,47,26
WOS:000787602300001,2023,37,77,77,51
WOS:001320977300001,2024,75,77,4,55
WOS:001372873500041,2024,12,52,42,42
WOS:000580646700001,2020,101,52,77,56
WOS:000778054700027,2022,61,77,46,48
WOS:001324693200001,2025,15,77,63,66
WOS:001251723100001,2024,11,23,13,18
WOS:000691785400007,2021,25,38,58,12
WOS:001262208400001,2026,7,38,23,39
WOS:001121797900006,2023,54,77,75,36
WOS:000590795200001,2021,77,38,32,6
WOS:000639543100009,2021,6,52,75,23
WOS:000651603900007,2021,84,52,47,26
WOS:000617460600002,2021,54,38,75,22
WOS:000692906900010,2021,18,52,36,59
WOS:001490426000002,2025,2,52,78,50
WOS:000669370400001,2020,80,38,1,46
WOS:000749645400014,2021,54,38,75,36
WOS:001657983300001,2026,21,52,19,72
WOS:000656321400001,2021,-1,38,5,36
WOS:001111411500016,2022,77,38,73,6
WOS:000571543500021,2020,15,38,63,66
WOS:000679660900006,2021,21,52,18,72
WOS:000694007300002,2021,54,52,75,22
WOS:000509201100001,2021,54,38,75,11
WOS:001599331000001,2026,66,38,47,26
WOS:000769114200001,2022,61,77,46,48
WOS:001333131900001,2024,28,78,7,57
WOS:000835440900001,2023,21,52,64,72
WOS:000684200900007,2021,-1,77,21,51
WOS:000923060000002,2023,103,38,33,35
WOS:000512273700001,2021,-1,77,67,55
WOS:001102595400008,2023,81,77,77,6
WOS:000512907100008,2020,1,52,4,77
WOS:001434434200001,2025,-1,23,55,0
WOS:001312279800001,2024,0,23,71,5
WOS:001116380300001,2023,-1,23,60,31
WOS:000793830700001,2022,-1,23,45,5
WOS:000672565900003,2021,66,23,59,73
WOS:001381824700001,2024,28,38,7,57
WOS:001270807800001,2024,0,23,59,5
WOS:001010378000001,2023,0,23,60,45
WOS:000711458700001,2021,0,23,12,5
WOS:000664345800001,2021,11,23,13,18
WOS:000621082800003,2021,101,38,61,53
WOS:000577693500001,2020,84,38,72,26
WOS:000539199700001,2021,11,23,69,31
WOS:001584105000001,2026,0,23,12,5
WOS:001490665300004,2025,1,38,76,11
WOS:001350873600001,2024,7,78,47,39
WOS:000932619100001,2023,10,23,22,9
WOS:000684893200001,2021,21,23,13,18
WOS:000661899800008,2021,0,23,60,5
WOS:000582277000007,2020,11,23,13,18
WOS:000567060700010,2020,1,38,4,11
WOS:000525940000001,2020,10,23,20,64
WOS:001597098200003,2025,-1,38,46,48
WOS:001334298900001,2024,0,23,60,65
WOS:001350989200011,2023,0,23,60,0
WOS:000862431200001,2022,-1,23,58,5
WOS:000670277000001,2021,0,23,12,5
WOS:000658539100017,2021,0,23,60,5
WOS:000543369900001,2020,0,23,60,5
WOS:000506001200088,2020,-1,78,70,26
WOS:001596173800001,2025,49,52,60,0
WOS:001490728400001,2025,0,23,12,5
WOS:001157764900023,2024,0,23,45,45
WOS:000617416400001,2021,0,23,12,5
WOS:000563082800011,2020,-1,52,60,37
WOS:000552654000013,2020,0,23,58,45
WOS:001583975400001,2025,-1,38,4,11
WOS:001569978400001,2025,90,23,60,45
WOS:001046105600001,2023,11,23,13,18
WOS:000772736500003,2022,0,23,8,45
WOS:000657060800001,2021,28,78,64,26
WOS:001541059000001,2025,0,23,8,45
WOS:001452901100001,2025,-1,23,77,45
WOS:001428951700001,2025,0,23,70,5
WOS:001114931200001,2024,60,23,61,53
WOS:001148071000008,2023,0,23,8,5
WOS:001009285900001,2023,28,23,64,57
WOS:000990424900001,2023,11,23,13,0
WOS:000748438200036,2022,16,38,23,58
WOS:000576694600007,2020,-1,23,39,45
WOS:001300266700001,2024,94,23,8,45
WOS:001153816100098,2023,0,23,59,45
WOS:000928660800001,2023,0,23,60,45
WOS:000793357300003,2022,72,23,59,45
WOS:000761197700001,2023,-1,52,75,29
WOS:001568095400001,2025,0,23,12,5
WOS:001525871900001,2025,0,23,61,5
WOS:000985633700002,2022,-1,38,60,15
WOS:000661942500003,2021,11,23,13,18
WOS:000632036200014,2021,90,23,22,45
WOS:000604074400001,2021,0,23,8,5
WOS:001516230700002,2025,0,23,58,45
WOS:001223918900001,2024,0,23,8,31
WOS:000891892200001,2023,11,23,13,31
WOS:000798739800001,2022,23,52,34,76
WOS:000636665900009,2021,94,23,39,25
WOS:000534064200010,2020,0,23,60,45
WOS:001559408600001,2025,0,23,12,5
WOS:001275042300001,2024,10,23,22,9
WOS:000892932100002,2022,0,23,60,45
WOS:000804765900003,2022,0,23,60,45
WOS:001600793200001,2025,0,23,52,45
WOS:000727519600001,2023,23,78,34,76
WOS:000640490400019,2021,0,23,47,45
WOS:000540728600006,2020,-1,23,58,45
WOS:001335478700001,2025,104,77,64,65
WOS:001669811400035,2025,-1,77,65,2
WOS:001450528800001,2026,-1,77,3,17
WOS:000733928900011,2022,86,38,24,68
WOS:001733523100001,2025,0,23,70,5
WOS:001086181500001,2023,11,23,13,18
WOS:001000808800108,2023,7,38,76,39
WOS:000982147500001,2023,0,23,60,5
WOS:000903391600001,2022,57,38,64,28
WOS:000741081500009,2021,90,23,71,45
WOS:000570520200001,2020,28,52,56,57
WOS:001414358800001,2025,0,23,59,5
WOS:000943692900001,2023,0,23,40,5
WOS:000654795200001,2021,94,23,34,0
WOS:000632429000017,2021,0,23,60,5
WOS:000582770900001,2021,0,23,8,5
WOS:001624164000001,2025,10,23,22,9
WOS:001281172000006,2024,0,23,8,45
WOS:000839412700003,2022,-1,38,54,20
WOS:000686097800001,2021,-1,77,61,65
WOS:000574087900001,2020,-1,38,61,53
WOS:001391837200001,2025,63,52,40,49
WOS:001047628900001,2023,0,23,60,5
WOS:001438364300003,2025,0,23,22,5
WOS:001399152400001,2025,-1,23,69,31
WOS:001363131000001,2025,53,38,61,53
WOS:001326080400090,2024,74,52,56,56
WOS:001072842700001,2023,0,23,8,5
WOS:000939663300001,2023,0,23,12,5
WOS:001591897900003,2025,0,23,39,45
WOS:001571328800001,2025,0,23,75,45
WOS:000819314100001,2022,-1,52,4,56
WOS:000859162500001,2022,94,23,71,26
WOS:000726355000001,2021,0,23,76,45
WOS:000538972400001,2020,0,23,12,5
WOS:001061332800013,2020,10,23,39,25
WOS:001611645600001,2025,90,23,8,45
WOS:001294344800001,2024,18,52,4,59
WOS:000826851500004,2022,0,23,76,45
WOS:000852647700001,2022,-1,23,60,0
WOS:000541769400012,2020,-1,23,69,37
WOS:001142239300001,2024,90,23,60,45
WOS:001111240800014,2023,74,77,22,37
WOS:000893068500003,2022,0,23,13,45
WOS:000863854000006,2022,75,52,54,20
WOS:000826031100001,2022,53,77,50,0
WOS:000814365600008,2021,0,23,69,45
WOS:001600119200050,2025,0,23,39,45
WOS:001488158100001,2025,0,23,39,5
WOS:001393231600001,2025,0,23,65,45
WOS:001121584800002,2023,28,23,7,57
WOS:000862528000001,2022,0,23,77,5
WOS:000788856700001,2022,10,23,22,9
WOS:000632977300001,2022,0,23,39,45
WOS:000579771900028,2021,0,23,73,5
WOS:000569950800001,2020,0,23,60,45
WOS:000526463100007,2020,-1,23,20,37
WOS:001483068300001,2025,0,23,59,45
WOS:001251537500001,2024,10,23,22,9
WOS:001706882400006,2024,90,23,22,9
WOS:001069622900001,2023,0,23,8,45
WOS:000874423900001,2022,94,23,8,45
WOS:000612172000002,2020,0,23,60,45
WOS:000545617000007,2020,90,23,8,5
WOS:001164591100001,2024,0,23,71,45
WOS:000629257500001,2021,0,23,69,5
WOS:000536193600026,2020,10,23,22,9
WOS:000556477200001,2020,-1,38,69,53
WOS:001488223300001,2025,0,23,69,45
WOS:001137970600001,2024,0,23,58,45
WOS:001086960100001,2023,11,52,13,31
WOS:000975833800001,2023,0,23,77,5
WOS:001173033000001,2023,0,23,60,5
WOS:000917546900011,2023,0,23,13,5
WOS:000558418300003,2020,10,23,22,9
WOS:000523323800002,2020,12,52,59,36
WOS:000558761800001,2020,44,38,61,15
WOS:000797429700001,2022,4,77,3,17
WOS:000741557100001,2023,59,77,3,2
WOS:000707453500001,2021,44,38,61,68
WOS:001509304600001,2025,0,23,60,45
WOS:001507901500001,2025,0,23,39,5
WOS:001508990500002,2025,0,23,60,45
WOS:000873950700001,2023,-1,23,47,45
WOS:000628281200001,2021,0,23,60,45
WOS:000557260600001,2020,0,23,12,45
WOS:001634738000001,2026,90,23,58,45
WOS:001335942200001,2025,90,23,34,5
WOS:001175602900014,2024,-1,23,13,31
WOS:001174634800001,2024,0,23,47,45
WOS:001086473900047,2023,0,23,12,5
WOS:000793204500002,2022,0,23,8,45
WOS:000709719900001,2021,0,23,60,5
WOS:000686069800001,2021,0,23,8,31
WOS:001417585700001,2025,15,23,63,45
WOS:000706436600005,2021,90,23,64,0
WOS:000689682200009,2021,-1,23,69,45
WOS:000655001600006,2021,0,23,39,5
WOS:000543693700001,2020,0,23,70,45
WOS:000531494700003,2020,14,23,71,37
WOS:000565865900006,2020,0,23,12,5
WOS:001397752700001,2025,10,23,22,9
WOS:000915567900001,2023,1,38,69,11
WOS:000866452800001,2022,46,38,69,38
WOS:000760541100001,2022,90,23,58,5
WOS:000686757200002,2021,0,23,64,45
WOS:000647939200001,2022,-1,23,59,45
WOS:000579734400030,2020,0,23,39,45
WOS:001206384700001,2024,5,77,52,1
WOS:000853887600001,2022,-1,38,3,17
WOS:000742777700012,2022,5,77,62,1
WOS:001418810100001,2022,16,38,63,58
WOS:001300870900001,2024,59,38,3,46
WOS:000660076900042,2021,59,77,65,2
WOS:001122253800001,2023,-1,23,8,53
WOS:000876381100001,2022,6,52,43,23
WOS:000858576000001,2022,0,23,12,5
WOS:000841797300001,2023,0,23,59,45
WOS:000752881400001,2022,1,38,58,12
WOS:000556435800001,2021,10,23,22,9
WOS:001429580700001,2025,91,77,2,15
WOS:000660076900007,2021,-1,77,73,2
WOS:001194838700004,2024,91,77,37,21
WOS:001078215000001,2024,-1,77,3,17
WOS:001601226200008,2025,8,77,69,55
WOS:000991641900001,2023,8,77,21,51
WOS:000921890800001,2023,22,77,62,32
WOS:001003423800001,2023,77,38,32,6
WOS:000830872900003,2022,1,38,4,11
WOS:000793685600001,2022,-1,77,73,75
WOS:000611254900001,2021,45,77,77,15
WOS:000558706700004,2020,97,52,71,22
WOS:000558739200002,2020,81,77,77,65
WOS:001651352400001,2025,68,77,58,65
WOS:001516715700001,2025,44,77,65,3
WOS:001167132400001,2023,12,15,5,36
WOS:000558466900045,2020,-1,38,6,29
WOS:001521046400001,2025,69,77,37,21
WOS:001359457200001,2024,-1,38,1,1
WOS:000697370200009,2021,91,77,49,15
WOS:001323444100001,2024,-1,38,3,17
WOS:001223493800001,2024,1,38,4,77
WOS:001079196900001,2025,-1,52,54,56
WOS:001634395900001,2025,19,38,3,46
WOS:001099152300001,2025,71,77,1,2
WOS:001045103600001,2023,-1,77,67,65
WOS:000756925600001,2022,83,38,4,77
WOS:001485488900012,2025,-1,77,3,17
WOS:001185856000002,2024,69,77,37,61
WOS:000710439400001,2022,-1,38,73,53
WOS:001261417000020,2024,5,77,15,1
WOS:000870985100001,2022,45,38,77,33
WOS:001589812900001,2026,59,77,3,46
WOS:001140160300001,2024,44,77,61,75
WOS:000945284800001,2023,-1,77,42,2
WOS:000932727000001,2024,5,77,69,1
WOS:000604614100035,2021,-1,38,77,40
WOS:000551116700028,2020,-1,52,25,56
WOS:001090460800001,2023,86,77,64,51
WOS:001459122800001,2025,40,52,16,40
WOS:001229120900026,2024,-1,77,73,55
WOS:000635611100012,2021,42,77,61,21
WOS:001098235000004,2023,-1,77,62,2
WOS:000566783600029,2020,-1,38,3,17
WOS:000905970400001,2023,30,52,19,24
WOS:001628139600001,2025,-1,77,65,21
WOS:000979073100001,2023,88,38,56,38
WOS:000857803000001,2022,68,38,20,37
WOS:000599994800003,2020,-1,38,3,17
WOS:000755364100001,2022,66,38,60,58
WOS:000675065400001,2023,41,52,54,38
WOS:000753584500015,2022,-1,77,62,32
WOS:000629908500002,2021,15,77,63,66
WOS:000894603000001,2023,7,38,28,39
WOS:000540168700016,2020,-1,38,77,17
WOS:001498506000001,2025,-1,77,73,2
WOS:000928444000015,2022,39,77,67,21
WOS:001580909300001,2026,73,38,63,48
WOS:001522437800001,2025,50,52,72,42
WOS:001266228600001,2024,37,77,77,33
WOS:000941831700001,2023,76,77,67,55
WOS:000917812600008,2022,73,77,61,15
WOS:000727579500137,2021,5,77,15,1
WOS:000509819500010,2020,8,38,3,65
WOS:001574147000001,2025,37,52,19,56
WOS:000925193100083,2022,-1,38,1,44
WOS:000974776000001,2022,8,77,69,21
WOS:000537374400001,2021,44,77,61,65
WOS:001503187500001,2025,45,77,77,33
WOS:001385956000001,2025,16,38,33,35
WOS:000901135600001,2022,-1,77,73,35
WOS:000799367800001,2023,4,77,71,17
WOS:000993507900022,2023,-1,38,61,37
WOS:000976858400001,2023,7,52,19,39
WOS:000818783600002,2022,-1,38,60,2
WOS:000660076900041,2021,48,77,49,21
WOS:000616821600034,2021,5,38,55,1
WOS:001555021500001,2025,4,38,73,17
WOS:000765007700001,2022,34,52,53,62
WOS:000546589800001,2022,2,38,52,22
WOS:000513530700002,2020,81,77,77,51
WOS:000903107100001,2023,71,77,1,2
WOS:001519048500006,2025,-1,38,69,53
WOS:000879945900001,2022,19,38,4,74
WOS:001295932600001,2024,35,77,66,13
WOS:000607167000001,2021,14,52,71,24
WOS:000561621400018,2020,53,38,69,53
WOS:001520808300001,2025,18,52,72,59
WOS:000778822800001,2022,66,38,55,58
WOS:001473295900001,2025,25,52,58,12
WOS:001449581800001,2025,1,38,4,11
WOS:001349569700001,2024,15,38,63,66
WOS:000704383600024,2021,34,38,71,71
WOS:000784422700001,2022,23,52,59,7
WOS:001594502500001,2025,33,77,48,16
WOS:001338155200001,2024,-1,77,55,34
WOS:000837490800001,2022,57,77,42,51
WOS:000746192700014,2022,18,52,64,59
WOS:000648805100002,2021,2,52,52,50
WOS:001097741500005,2020,10,23,75,9
WOS:000557238400007,2020,23,23,34,7
WOS:001604618500001,2025,-1,52,79,40
WOS:001195460000001,2024,34,38,69,53
WOS:000743156500001,2021,-1,52,79,59
WOS:000678144100019,2021,-1,38,59,59
WOS:000525937600020,2020,11,23,47,31
WOS:000904637800017,2020,4,77,3,17
WOS:001518754200003,2025,58,23,39,25
WOS:001515325300001,2025,18,38,76,59
WOS:001327324400006,2024,-1,77,21,51
WOS:001041543300001,2023,38,52,57,58
WOS:001042332700001,2023,0,23,8,5
WOS:000705749100001,2022,-1,38,76,79
WOS:000733156700001,2022,2,52,6,22
WOS:000564307100018,2020,76,77,67,55
WOS:000531292300016,2020,62,38,4,77
WOS:000522289900001,2020,6,52,78,23
WOS:001283414300001,2024,1,52,4,77
WOS:000733235100001,2022,-1,38,4,64
WOS:000792519700015,2020,2,52,64,50
WOS:001470886100001,2025,-1,77,67,55
WOS:001350279000001,2024,25,52,78,12
WOS:001330612800001,2024,12,52,5,36
WOS:000982249600001,2023,23,52,34,7
WOS:000920144100002,2023,7,52,76,39
WOS:000772849400002,2022,18,77,55,59
WOS:000730405100001,2023,6,52,54,23
WOS:000658779800001,2021,18,38,50,59
WOS:000579854800032,2020,30,52,19,24
WOS:000510544400001,2020,19,38,29,29
WOS:001247805500001,2024,-1,52,64,28
WOS:000730010700001,2022,2,52,6,22
WOS:000660076900046,2021,-1,52,62,22
WOS:000526813500012,2020,0,23,12,5
WOS:001600279800002,2025,84,78,47,26
WOS:000962649600001,2023,-1,52,52,58
WOS:001045022200001,2024,-1,52,6,0
WOS:000721779800001,2022,31,52,5,67
WOS:000683357600001,2021,93,23,79,53
WOS:001603855700001,2025,26,52,41,8
WOS:001122856800001,2023,-1,52,20,37
WOS:000893678200001,2023,60,52,69,53
WOS:000719307500001,2021,18,52,29,59
WOS:000584567900002,2020,93,52,79,39
WOS:000509819500080,2020,9,38,65,33
WOS:001297629900001,2024,43,77,55,34
WOS:000999605700001,2023,82,52,6,22
WOS:001297307100009,2021,28,78,7,57
WOS:000741334700065,2021,10,23,22,9
WOS:000686049400006,2021,0,23,71,45
WOS:001216814200001,2024,-1,52,70,59
WOS:000989043900001,2023,2,52,52,50
WOS:000830047400012,2022,25,52,64,36
WOS:000501596400035,2020,29,52,68,47
WOS:001207933900001,2024,25,52,58,12
WOS:000765143000004,2022,-1,77,64,28
WOS:000728039600001,2021,82,52,52,22
WOS:000619327900001,2020,6,52,43,23
WOS:000573362400007,2020,58,77,39,65
WOS:001570541800001,2025,-1,38,1,2
WOS:001216770200001,2024,28,78,7,57
WOS:000965042600001,2023,-1,23,59,73
WOS:000785634100001,2022,-1,52,75,36
WOS:000668367300001,2021,7,38,71,39
WOS:001522901900009,2025,-1,77,21,51
WOS:001224979600001,2024,45,38,77,33
WOS:000731790900001,2021,0,23,22,9
WOS:000720270300001,2021,52,52,72,59
WOS:000517586100001,2020,19,38,29,71
WOS:001482285300001,2025,40,52,45,40
WOS:000852340400001,2023,-1,52,64,28
WOS:000674205200001,2021,1,38,65,77
WOS:000572962100013,2020,10,23,22,9
WOS:000552630400001,2021,17,52,72,41
WOS:001626833800001,2025,47,77,67,50
WOS:001593983200001,2025,52,52,72,19
WOS:000920198100014,2022,11,23,13,36
WOS:000733100600001,2023,4,38,3,46
WOS:000546374000015,2020,23,52,34,7
WOS:001329229700006,2024,1,38,69,11
WOS:001170894500001,2024,18,52,49,59
WOS:000807081800013,2022,25,23,63,12
WOS:000702866500028,2021,-1,38,65,66
WOS:001583458500006,2026,31,38,32,6
WOS:001454272000001,2025,-1,23,59,73
WOS:000820925500001,2022,33,52,48,16
WOS:000787780000001,2022,18,52,64,59
WOS:000644991600027,2021,-1,77,67,21
WOS:001555889600001,2026,70,38,60,22
WOS:001537896900001,2025,-1,52,64,42
WOS:001370351300001,2025,1,38,4,11
WOS:000969384200001,2023,32,52,68,14
WOS:000993666300001,2023,0,23,12,45
WOS:000687321300034,2021,1,38,4,11
WOS:001531140200001,2025,67,52,70,0
WOS:001313361100001,2024,23,38,76,73
WOS:000600653500011,2021,29,52,68,53
WOS:001448652300001,2025,29,52,68,47
WOS:001447385600001,2025,-1,52,76,37
WOS:001202223100001,2024,68,52,73,37
WOS:001215139200001,2024,5,38,3,17
WOS:001184328000001,2024,1,38,4,11
WOS:001098194100012,2023,53,38,73,2
WOS:000609882100014,2021,1,38,4,11
WOS:001594983700001,2025,-1,77,5,41
WOS:001262659200001,2024,23,77,7,76
WOS:001082504000001,2023,33,52,64,22
WOS:001059137200001,2023,6,52,43,23
WOS:000966499600001,2023,68,38,64,44
WOS:000899998700001,2022,55,52,64,28
WOS:000766537200001,2022,33,52,48,16
WOS:000665554000001,2021,19,52,65,29
WOS:000641275700001,2021,66,52,70,58
WOS:000600792500003,2020,-1,23,39,59
WOS:000558745100002,2020,2,52,6,59
WOS:001539531800001,2025,2,77,6,50
WOS:001459468500001,2026,12,38,5,36
WOS:001091969900008,2023,-1,38,77,6
WOS:001082778000001,2023,27,52,45,70
WOS:000821192400006,2022,-1,38,64,29
WOS:001457358700001,2025,31,23,59,18
WOS:001315987900001,2025,42,38,55,22
WOS:001332835000003,2024,40,52,66,40
WOS:001188189200001,2024,-1,52,5,67
WOS:001029837900001,2023,62,52,60,39
WOS:001041295400004,2023,-1,77,64,28
WOS:000774661300001,2022,-1,52,47,26
WOS:000664608400003,2021,7,38,24,39
WOS:001600748300001,2026,73,52,64,50
WOS:001568200600001,2025,-1,52,73,36
WOS:001136592000001,2024,73,77,77,51
WOS:001016288600001,2023,75,77,66,75
WOS:000622346900021,2021,93,38,79,36
WOS:000592744400006,2020,27,52,45,8
WOS:001527749700001,2025,-1,52,10,59
WOS:000942248000001,2023,66,23,69,58
WOS:000910852700021,2022,5,38,15,1
WOS:000579854800027,2020,-1,52,43,59
WOS:001530951700001,2025,12,52,45,65
WOS:001493829600002,2025,11,23,13,18
WOS:001430441900001,2025,99,52,70,49
WOS:001282341600001,2024,-1,52,64,22
WOS:001321478700001,2024,30,52,19,24
WOS:001168824300001,2024,99,52,70,22
WOS:001098235000002,2023,4,38,3,46
WOS:000725423200001,2022,18,52,64,59
WOS:000689453200001,2021,32,52,68,14
WOS:001590675900001,2025,6,52,76,23
WOS:001557843100001,2025,4,52,19,24
WOS:001402625800001,2025,12,52,5,67
WOS:001036985800001,2023,6,52,19,24
WOS:000999480900001,2024,27,52,45,70
WOS:000774736900001,2022,33,52,48,16
WOS:000786188800001,2022,18,38,59,59
WOS:001610263700001,2025,31,77,5,51
WOS:001373996000001,2025,-1,52,79,36
WOS:001354806700001,2024,-1,23,39,25
WOS:001163075000001,2024,9,52,65,42
WOS:001322821200001,2025,18,52,64,59
WOS:000944371100001,2023,-1,77,6,51
WOS:000671282600003,2021,40,38,77,6
WOS:000658540100009,2021,68,38,64,37
WOS:000596750600001,2021,18,38,23,59
WOS:001128810900001,2023,1,38,4,11
WOS:000730186300003,2021,91,77,49,15
WOS:000545812800001,2022,4,38,3,44
WOS:000534518600001,2020,71,77,42,2
WOS:000569640000001,2020,-1,38,3,44
WOS:000545382400001,2022,-1,38,3,44
WOS:000798891500001,2023,-1,38,6,71
WOS:000507182500001,2021,4,38,3,44
WOS:000800813100001,2022,87,52,10,59
WOS:001630823100003,2025,1,77,75,77
WOS:001145729300001,2024,-1,77,49,15
WOS:000658247400007,2021,-1,38,73,68
WOS:001293155600001,2025,-1,38,73,44
WOS:000863719700001,2022,15,77,63,44
WOS:000788209000022,2022,77,38,63,6
WOS:001320497600001,2024,68,77,46,48
WOS:000847547900001,2023,59,77,3,17
WOS:000539450300001,2022,44,77,61,15
WOS:001434703400001,2025,-1,52,59,73
WOS:000581978200001,2020,80,77,42,2
WOS:001622797900001,2023,26,52,4,11
WOS:000821240600001,2023,2,52,6,22
WOS:000949606200001,2023,4,38,3,46
WOS:001188060500001,2024,-1,77,77,21
WOS:001526861600006,2025,-1,77,3,44
WOS:000912711300001,2023,66,38,74,58
WOS:001041768400002,2022,5,77,62,1
WOS:001311941600001,2024,-1,38,3,17
WOS:001365247000001,2024,38,77,57,54
WOS:001244829300001,2024,49,77,73,51
WOS:001647225600001,2025,57,77,78,65
WOS:001179444900001,2024,1,38,4,11
WOS:001653250200001,2025,91,77,49,15
WOS:000900964300001,2022,49,77,73,51
WOS:000897898800001,2022,42,52,72,79
WOS:001494558000008,2025,48,77,64,28
WOS:000928879800001,2023,45,77,77,33
WOS:001600914000006,2025,12,38,67,35
WOS:001519872400001,2026,24,77,35,52
WOS:001070472900001,2024,40,38,61,40
WOS:001417845600001,2023,-1,77,63,65
WOS:000922949400001,2023,6,52,74,29
WOS:000956417300006,2023,-1,77,3,17
WOS:000840634000001,2021,59,38,52,17
WOS:000562671300042,2020,-1,38,73,2
WOS:000530128100002,2020,2,23,13,31
WOS:000881161000001,2022,53,38,76,53
WOS:001585834600004,2025,5,77,15,1
WOS:001430859500001,2025,1,38,4,11
WOS:001262429300071,2024,81,77,77,51
WOS:001493670800001,2025,66,38,69,53
WOS:001385291300001,2024,68,38,32,68
WOS:001095561300001,2023,36,77,47,26
WOS:000702107900001,2021,2,52,64,50
WOS:000534757300001,2020,42,77,73,21
WOS:001615985800010,2025,4,77,3,17
WOS:000922074300051,2022,15,38,63,66
WOS:000623616100001,2021,-1,38,78,15
WOS:000612484200008,2020,91,77,49,15
WOS:000571052200007,2020,92,38,59,73
WOS:001023902900003,2023,60,23,69,73
WOS:000585066900012,2020,99,52,70,53
WOS:001383734800001,2024,1,38,4,77
WOS:000843392100001,2022,68,38,73,37
WOS:001189624000001,2024,46,52,41,8
WOS:001188313200001,2024,-1,52,68,36
WOS:001062127700001,2024,7,52,54,39
WOS:001020904900001,2023,26,52,41,8
WOS:000872574100001,2022,8,77,55,75
WOS:000813126300001,2022,34,77,1,68
WOS:000713547200002,2021,85,38,63,66
WOS:000733352800001,2022,56,38,64,46
WOS:000503281100004,2020,-1,77,64,71
WOS:001415176400001,2025,83,38,4,77
WOS:001308880600001,2024,-1,77,74,2
WOS:000577097500026,2020,22,77,62,32
WOS:000560069100001,2020,2,52,52,22
WOS:001416077900001,2025,19,38,78,29
WOS:001341258600001,2024,-1,77,65,65
WOS:000942129400001,2022,-1,77,37,21
WOS:001071468100004,2021,76,77,67,55
WOS:000616251600027,2021,29,52,68,47
WOS:000543358200009,2020,4,38,3,17
WOS:000526285900006,2020,-1,77,64,56
WOS:001619025800001,2025,-1,52,52,22
WOS:001156506300001,2024,61,38,46,48
WOS:001154151400005,2024,12,77,74,65
WOS:000812227100001,2022,56,38,73,2
WOS:000616578400025,2021,27,52,45,40
WOS:000740020700012,2021,25,52,58,12
