UT,Publication Year,Document Type,lda_topic,lda_probability
WOS:001166423500014,2023,Article,14,0.6219535309894562
WOS:000875830700019,2022,Article,13,0.7638813963715751
WOS:000840002800001,2023,Article,3,0.35098610499335803
WOS:000738001800001,2022,Article,14,0.3859915588809744
WOS:000594805100025,2020,Article,8,0.5615482478617851
WOS:001579008100009,2025,Article,30,0.42313116713924664
WOS:001253451100001,2024,Article,29,0.5194490953827783
WOS:001101266500001,2023,Article,14,0.5688223310645589
WOS:001047992400001,2024,Article,24,0.599282091892366
WOS:000928860200001,2023,Article,11,0.492096106579043
WOS:000696756400006,2021,Article,16,0.4896183824916945
WOS:000553078700001,2022,Article,3,0.3663366331845075
WOS:001428929900001,2025,Article,13,0.4168218664007278
WOS:001390976700001,2024,Article,14,0.3981405500956384
WOS:001223267600003,2024,Article,13,0.2754386042217231
WOS:001126402800001,2025,Article,29,0.4105883841436871
WOS:001087427500001,2023,Article,5,0.42257891855174173
WOS:000949405500001,2023,Article,24,0.4828527236491924
WOS:000787899400005,2022,Article,13,0.5177821754674113
WOS:000673363400058,2021,Article,7,0.5223439771660043
WOS:000624228400001,2021,Article,29,0.31311678758515776
WOS:000601602300001,2020,Article,30,0.39343955025699
WOS:000573431000014,2020,Article,29,0.4314754469288867
WOS:001190045100001,2024,Article,8,0.5034951953071963
WOS:001034209100001,2023,Article,29,0.26853606157654486
WOS:001464132900005,2025,Article,7,0.2887013074833241
WOS:001370186800001,2024,Article,27,0.2945592058913019
WOS:001078130500001,2023,Article,13,0.21721492989498015
WOS:001147086300001,2024,Article,13,0.6954683558217756
WOS:001140073200009,2023,Article,13,0.7696252032057593
WOS:001215032800001,2022,Article,24,0.7146948560081237
WOS:000787891500007,2022,Article,7,0.35377503765289126
WOS:000755048000039,2021,Article,14,0.5423537150075431
WOS:001181625900001,2024,Article,3,0.1774154195787794
WOS:001497004300001,2025,Article,6,0.6541350785900394
WOS:001099923100003,2023,Article,5,0.26017219493870775
WOS:000882026800002,2022,Article,29,0.4467757938820454
WOS:001519230700001,2025,Article,11,0.6832393838773564
WOS:001000611400001,2023,Article,19,0.6645865341866335
WOS:000875488800001,2022,Article,14,0.5194783411033156
WOS:000880022800012,2022,Article,2,0.3731554517668456
WOS:000738375300001,2021,Article,30,0.36904815078570885
WOS:000705093600004,2021,Article,30,0.22419200000467465
WOS:000708995200002,2021,Article,2,0.3131494296225531
WOS:000512103500001,2020,Article,3,0.49966513610621066
WOS:001315387600001,2024,Article,3,0.21770685132743406
WOS:000806116000001,2022,Article,26,0.48162253716979603
WOS:000691224600014,2021,Article,21,0.557969432559745
WOS:001386662600006,2024,Article,11,0.7572915851650399
WOS:001249561000001,2024,Article,11,0.6384454605185607
WOS:000685044000038,2021,Article,13,0.40622286659933415
WOS:000562262700001,2020,Article,28,0.21922490606960318
WOS:001445889500001,2025,Article,19,0.4044100326692992
WOS:000819306800001,2022,Article,14,0.30237170926732704
WOS:000705320000001,2020,Article,14,0.4307147986683898
WOS:001391389400001,2024,Article,29,0.6854433752988135
WOS:000572406900001,2022,Article,24,0.32271127919396775
WOS:001616994200001,2025,Article,27,0.2690621467878626
WOS:001474320800001,2025,Article,3,0.4552139704753789
WOS:001331453700001,2024,Article,14,0.3324636367902418
WOS:001321815700004,2024,Article,6,0.3381723946793534
WOS:000677643500034,2021,Article,8,0.575133433907518
WOS:001413514100027,2025,Article,4,0.4536629586535621
WOS:000814724500001,2022,Article,19,0.22189307642773642
WOS:000514317200001,2020,Article,12,0.5676599212201342
WOS:001106177700004,2023,Article,11,0.3388216985146271
WOS:001053014200018,2023,Article,11,0.4299669611519824
WOS:000821338900001,2022,Article,2,0.45849055266883093
WOS:000637906000001,2021,Article,13,0.2716748669712297
WOS:001103968300001,2023,Article,11,0.4005302917745427
WOS:000827330600001,2022,Article,1,0.46826317992113037
WOS:000565974400001,2020,Article,11,0.30318577503433203
WOS:001502901700001,2025,Article,11,0.6349288889490299
WOS:000796228100001,2023,Article,24,0.3448468519647075
WOS:001345730200003,2024,Article,18,0.5524873937077031
WOS:001321960300005,2024,Article,1,0.3868502633909988
WOS:001251868100002,2024,Article,25,0.5993909334480494
WOS:001098066200001,2023,Article,18,0.30233516369654523
WOS:000523222500001,2020,Article,25,0.5715215726528805
WOS:000673363400038,2021,Article,24,0.630032524743843
WOS:000775319300001,2022,Article,21,0.4195181991633051
WOS:000726962800001,2022,Article,8,0.3995671666741706
WOS:001293542200001,2021,Article,6,0.3957132917227728
WOS:001637372600003,2025,Article,25,0.558723025303757
WOS:001069097700001,2023,Article,19,0.29489408195865396
WOS:000764061000001,2021,Article,29,0.30608874930230395
WOS:000635603900001,2021,Article,21,0.42474242509848675
WOS:000628235500007,2021,Article,28,0.3313412549914301
WOS:001606376000001,2025,Article; Early Access,19,0.25439132591575847
WOS:001580540700001,2025,Article,28,0.25904374170858824
WOS:000860715500001,2022,Article,9,0.548679114492464
WOS:000821199300012,2022,Article,5,0.4113142080357691
WOS:001402773900038,2022,Article,3,0.40089919849942307
WOS:000828510400001,2023,Article,14,0.3242410503317337
WOS:000826658600003,2022,Article,17,0.2890687113950717
WOS:001448655100001,2025,Article,21,0.5406947509292247
WOS:001364259200001,2024,Article,11,0.8147232255321014
WOS:001152577200001,2024,Article,26,0.7407469884371464
WOS:001158754500001,2024,Article,26,0.5732218621343079
WOS:000745501000001,2022,Article,21,0.6051305022552479
WOS:000672045300001,2021,Article,5,0.3117053871986757
WOS:001045474900018,2023,Article,25,0.4747579681145722
WOS:000775072800001,2022,Article,4,0.3896783859164964
WOS:001414605800006,2025,Article,30,0.29226861870901155
WOS:000583886100001,2021,Article,21,0.6092584205288781
WOS:000564549000017,2020,Article,27,0.31689891815427146
WOS:001614002900017,2025,Article,6,0.33694918157465803
WOS:001031916200001,2023,Article,5,0.34953621058863227
WOS:000913484500001,2023,Article,30,0.3074524529310103
WOS:000771053700008,2022,Article,14,0.29726353323459886
WOS:000606299800001,2021,Article,24,0.5124444554805508
WOS:001010768200001,2023,Article,29,0.5307445458173174
WOS:000787927000001,2022,Article,4,0.3487482514918627
WOS:001008664200001,2023,Article,21,0.4407417378696113
WOS:000847564200004,2022,Article,5,0.41262990558621576
WOS:001482922200002,2025,Article,29,0.8007696229897276
WOS:000861678400001,2023,Article,25,0.34171367030277616
WOS:000582735500001,2020,Article,25,0.40924460192023193
WOS:001498426100001,2025,Article,8,0.3422501833192216
WOS:001264834000039,2024,Article,19,0.3924608528532402
WOS:001142093600001,2024,Article,3,0.2677376208105199
WOS:000964125700001,2023,Article,4,0.5882294850484153
WOS:000746196500001,2022,Article,30,0.46386800399027905
WOS:000704302000001,2021,Article,2,0.3039831625688078
WOS:001411979700001,2025,Article,8,0.45136320403659647
WOS:001357102200001,2025,Article,6,0.7461599471507442
WOS:001260722700010,2024,Article,14,0.2567909250023731
WOS:000983584500001,2023,Article,21,0.5497514447217186
WOS:000773770000001,2022,Article,14,0.42089343226293274
WOS:000731686900003,2021,Article,24,0.6654829447811595
WOS:001163304800001,2024,Article,30,0.4088935682102206
WOS:000593949800003,2020,Article,14,0.2840999816406187
WOS:001591483100010,2025,Article,24,0.5905974816697172
WOS:001145717900001,2023,Article,21,0.4683819324278438
WOS:001354566500001,2024,Article,11,0.5616040943945279
WOS:001022528200001,2023,Article,11,0.29019002200487404
WOS:001497861300011,2025,Article,14,0.2955859832535439
WOS:000564707100007,2020,Article,14,0.4971044766318203
WOS:001539587900001,2025,Article,30,0.30585737335416374
WOS:000513153700001,2020,Article,24,0.45555704344492526
WOS:001001783700057,2023,Article,24,0.2707442691451235
WOS:000735767800001,2023,Article,11,0.5030581474135672
WOS:000669665800001,2021,Article,30,0.27618809858164717
WOS:000966449100001,2023,Article,8,0.4272643728936083
WOS:000884697300008,2022,Article,9,0.41240320812989817
WOS:000798571600001,2022,Article,14,0.3869910110075946
WOS:000795115200001,2022,Article,24,0.4069054376535604
WOS:001333350900001,2024,Article,30,0.47057917611496564
WOS:000556916000049,2020,Article,3,0.3367139137205495
WOS:000648437600081,2020,Article,9,0.37369697195903556
WOS:001588767900001,2025,Article,14,0.37472510212662163
WOS:001475854900001,2025,Article,25,0.4764740324289892
WOS:000898548000011,2022,Article,28,0.3690666845585405
WOS:001449572100028,2025,Article,30,0.5132010455421812
WOS:001196862400001,2024,Article,0,0.35918285997685806
WOS:000841246900002,2022,Article,25,0.3561267959434602
WOS:000759192500001,2022,Article,14,0.423474732115395
WOS:001615953600005,2025,Article,14,0.31039129862604825
WOS:001205666100010,2024,Article,11,0.28392156260915385
WOS:000800286600001,2023,Article,13,0.4086719367745703
WOS:000747362600015,2022,Article,14,0.4424775616726797
WOS:000626275000007,2021,Article,11,0.7920256130696928
WOS:000507214900001,2021,Article,24,0.7337333117782244
WOS:001334434400001,2025,Article,14,0.5768531162540633
WOS:000599986900001,2020,Article,14,0.33588133184139696
WOS:000533430400001,2020,Article,8,0.38150727066252477
WOS:001582469800009,2025,Article,3,0.2864717639929227
WOS:001409142500006,2025,Article,25,0.5645742156639619
WOS:000747607500001,2022,Article,11,0.5207228534717753
WOS:001309982100001,2024,Article,11,0.3693515608672781
WOS:000991974800040,2023,Article,29,0.35309861056596414
WOS:000601330200029,2020,Article,14,0.39517760995198953
WOS:000534481900008,2020,Article,5,0.35841289964560913
WOS:000785607300001,2022,Article,25,0.47777869765708875
WOS:001051067300001,2023,Article,25,0.35681707356442605
WOS:000587445200001,2020,Article,24,0.5162363453602176
WOS:001027804600001,2023,Article,24,0.32995886295484006
WOS:000661461100002,2021,Article,0,0.5397793483233208
WOS:000589614800001,2020,Article,24,0.31085893053127284
WOS:000567893400002,2020,Article,14,0.3912018803236447
WOS:000505023600018,2020,Article,13,0.3891164312927373
WOS:001636097500007,2025,Article,24,0.2463386024557744
WOS:001610687100003,2025,Article,0,0.5464481021927282
WOS:001573567900001,2025,Article,14,0.7502218060674309
WOS:001386618600001,2024,Article,3,0.37780555525800036
WOS:000983034700001,2023,Article,24,0.22415497333287848
WOS:000620901000002,2021,Article,30,0.31283700717972507
WOS:001087530200001,2023,Article,5,0.1855796259162054
WOS:001463371900001,2025,Article,14,0.28924539940884797
WOS:001316791700001,2024,Article,30,0.4599299374710125
WOS:001022954000001,2023,Article,14,0.35432235862790723
WOS:000965565600002,2022,Article,8,0.45467636630394775
WOS:000783842400054,2022,Article,29,0.32954223903136753
WOS:000615239600001,2021,Article,24,0.20824171201576797
WOS:001356290900004,2024,Article,11,0.26620697143715927
WOS:001066900700001,2023,Article,5,0.32779702324868165
WOS:000717981400002,2021,Article,29,0.5151185923153725
WOS:000819947200024,2022,Article,29,0.55543126105505
WOS:000626275000003,2021,Article,11,0.4034041070638142
WOS:000758007300001,2022,Article,31,0.18450005122709554
WOS:000733108200001,2022,Article,11,0.22965569997449423
WOS:000661942500007,2021,Article,30,0.3247299905597077
WOS:000560002900009,2020,Article,13,0.37081144326124504
WOS:001525836400003,2025,Article,29,0.47706938985345254
WOS:000791325200009,2022,Article,29,0.41592937270912655
WOS:000733024400001,2022,Article,3,0.2940653851780232
WOS:000542510600001,2020,Article,26,0.7387368216132552
WOS:000773248600001,2022,Article,28,0.3042604015729187
WOS:001096220900028,2023,Article,29,0.23000517908726034
WOS:001507404500001,2025,Article,12,0.6998536860452998
WOS:001485403500001,2025,Article,11,0.6552401564219171
WOS:001473602700001,2025,Article,1,0.5593370114862133
WOS:001490834800001,2025,Article,9,0.3388035332895218
WOS:001625771700008,2025,Article,8,0.4132377478157965
WOS:000512470900001,2020,Article,19,0.26301745711585006
WOS:001389481900001,2025,Article,1,0.383343710763655
WOS:000745210100001,2022,Article,24,0.37297243071757413
WOS:001008612500001,2022,Article,25,0.7820071161967814
WOS:001065615700002,2023,Article,3,0.257726674391312
WOS:001485861100004,2025,Article,24,0.343174419177431
WOS:000583311000001,2020,Article,30,0.28695418719407473
WOS:000738037200001,2022,Article,24,0.5377502804752501
WOS:001625324700003,2025,Article,24,0.4780964317480997
WOS:001357967300001,2024,Article,24,0.36090468253573393
WOS:000797956800001,2022,Article,5,0.24636342819807902
WOS:001566717300002,2025,Article,24,0.2795128086578109
WOS:001023236800003,2023,Article,14,0.511670811102924
WOS:000712553000008,2021,Article,24,0.39771864810356955
WOS:000821068400005,2022,Article,26,0.6444281920513772
WOS:000726186400001,2021,Article,21,0.6330377633718876
WOS:000692133800035,2021,Article,29,0.40837398848195744
WOS:000526640900001,2020,Article,21,0.4531782340375478
WOS:000720296300001,2021,Article,26,0.9173292787152499
WOS:000648619000005,2021,Article,26,0.39428584560898344
WOS:000537183900001,2020,Article,26,0.8029173224010909
WOS:000827189200001,2023,Article,8,0.5283234211301313
WOS:000491886400001,2020,Article,26,0.6852294024443565
WOS:001398860700001,2024,Article,30,0.537269652804835
WOS:000616104100001,2021,Article,21,0.3505153934682583
WOS:001043404100001,2023,Article,29,0.3855217222786949
WOS:001069514300001,2023,Article,26,0.41977738179101876
WOS:000830006000001,2022,Article,21,0.40950502931201876
WOS:000635139700001,2021,Article,26,0.44609992589732056
WOS:001382812800001,2024,Article,26,0.46185563999451695
WOS:000799128700001,2022,Article,26,0.6175253200961937
WOS:001421431200029,2024,Article,25,0.5801638984402478
WOS:000729867200007,2022,Article,26,0.84343809493346
WOS:000625287100001,2021,Article,26,0.6308691805257983
WOS:000518653800006,2020,Article,21,0.3247673834278338
WOS:001321190900001,2024,Article,26,0.8664322195768368
WOS:001614580900001,2025,Article,21,0.4413785497626824
WOS:001414337000001,2025,Article,26,0.4676115547097127
WOS:000613840700001,2021,Article,26,0.633928555627848
WOS:000588372400038,2020,Article,26,0.7903200392632693
WOS:001586042200001,2025,Article,8,0.2501447046797291
WOS:001431354200001,2025,Article,21,0.6873088296127736
WOS:000771580500001,2022,Article,26,0.7920108045915103
WOS:000651603900008,2021,Article,26,0.8658561161882058
WOS:000545659700035,2020,Article,8,0.236648133073748
WOS:001272907700001,2024,Article,26,0.26615851515654954
WOS:000875454900001,2022,Article,5,0.7995757237996024
WOS:001509000200001,2025,Article,21,0.3938142499535867
WOS:001220193600004,2024,Article,21,0.6783253673119217
WOS:001189170700003,2024,Article,21,0.5489341581672175
WOS:001136873100001,2024,Article,7,0.31395262137992497
WOS:000989408500001,2023,Article; Early Access,2,0.37169468742817663
WOS:000732291000001,2021,Article,26,0.8212597653310507
WOS:000572253900001,2020,Article,26,0.5799693411970582
WOS:001527926000001,2025,Article,26,0.5103578886666561
WOS:000776806000001,2022,Article,26,0.8986556631909304
WOS:000620625700009,2021,Article,21,0.3829587115602404
WOS:000867479400005,2022,Article,8,0.43126695710609303
WOS:000954137500001,2023,Article,25,0.3978153726223967
WOS:001055569400001,2023,Article,8,0.35894379964498196
WOS:000773751400001,2022,Article,14,0.4597266980571394
WOS:000571311300001,2020,Article,13,0.31886652508104246
WOS:000562458900007,2020,Article,14,0.6242585996709744
WOS:000507375000002,2020,Article,7,0.39900156879436227
WOS:000977711600001,2023,Article,20,0.36498244696257387
WOS:000917359000001,2023,Article; Early Access,8,0.4305084682640452
WOS:000667897400001,2022,Article,8,0.4178627827403538
WOS:001022389000014,2023,Article,14,0.3762407959816346
WOS:000731844200001,2022,Article,29,0.4497536058681942
WOS:000586395100001,2020,Article,24,0.5599872839302424
WOS:001565583100018,2025,Article,0,0.2890887748675445
WOS:000660571100007,2021,Article,29,0.701515694648719
WOS:000540493800001,2022,Article,24,0.3958670659190554
WOS:001100822100001,2023,Article,4,0.3377599176929948
WOS:000660076900055,2021,Article,24,0.5207815594996094
WOS:000645064400002,2021,Article,13,0.7791177532716113
WOS:001506937800001,2025,Article,29,0.3871712491658027
WOS:001268069100001,2024,Article,14,0.3586788620242709
WOS:001457344200001,2024,Article,24,0.4775734601018134
WOS:000507828600001,2021,Article,24,0.4133525920647103
WOS:000989428500001,2023,Article; Early Access,16,0.3848068238303053
WOS:000641364100007,2021,Article,7,0.28702105543621137
WOS:000616136500011,2021,Article,3,0.8482071801719162
WOS:001473543900030,2024,Article,14,0.4387638677003811
WOS:001052463200001,2024,Article,24,0.600233360925574
WOS:001367274100004,2023,Article,25,0.32712533446255654
WOS:000702454600066,2021,Article,25,0.3789942998280202
WOS:000635975500009,2021,Article,16,0.5450418606788566
WOS:000575007800009,2020,Article,24,0.5097872947047168
WOS:001397201300004,2025,Article,11,0.47659519988428556
WOS:001418262700001,2024,Article,30,0.6618628412573658
WOS:001217682300001,2024,Article,29,0.44483062764410386
WOS:000751729200006,2021,Article,8,0.3405586699780519
WOS:000548599000011,2020,Article,24,0.6145778937158495
WOS:000514253500013,2020,Article,8,0.41923722054469365
WOS:001507511800001,2025,Article,13,0.31478065407537675
WOS:001120943700001,2024,Article,3,0.4879637216520654
WOS:000684536100018,2021,Article,13,0.5657933539897654
WOS:001515789400001,2025,Article,13,0.46893817134843196
WOS:001433393000001,2025,Article,29,0.2518866365896852
WOS:001098522300001,2024,Article,24,0.3577089943895112
WOS:000777882800033,2022,Article; Proceedings Paper,13,0.4334795058987983
WOS:000764066900001,2022,Article,29,0.21895378923006828
WOS:001090939800001,2024,Article,14,0.8962166377558564
WOS:000893079400006,2023,Article,29,0.262050773239132
WOS:000660891200071,2021,Article,24,0.38675696160626116
WOS:001413330400022,2025,Article,3,0.35142150852135967
WOS:001182208800001,2024,Article,30,0.3524482045299685
WOS:000991618300001,2023,Article; Publication with Expression of Concern,14,0.3374036668345292
WOS:000523782500001,2021,Article,8,0.7480464979119485
WOS:001508115800001,2025,Article; Early Access,16,0.3638756348054671
WOS:001327225900001,2024,Article,25,0.3444885367646997
WOS:001286704500001,2024,Article,13,0.784714514202632
WOS:001239470200001,2024,Article,14,0.606866773845101
WOS:001381425900001,2024,Article,24,0.49795968783288824
WOS:000870427700014,2022,Article; Proceedings Paper,24,0.33623230793008824
WOS:001257334700001,2024,Article,14,0.4711708865204724
WOS:001251306100002,2024,Article; Early Access,21,0.39338230355859277
WOS:000675379600001,2021,Article,29,0.4486401621756401
WOS:000669841300026,2021,Article,7,0.42293086565719423
WOS:001599096700002,2025,Article,8,0.3106644275861352
WOS:001049413300001,2024,Article,14,0.522288596300212
WOS:000806421300017,2022,Article,13,0.6926595176298267
WOS:000803156400005,2022,Article,13,0.7329283453174719
WOS:000671552500008,2021,Article,24,0.38633222685797985
WOS:000840624500001,2021,Article,30,0.4062665814135977
WOS:000577826000001,2021,Article,13,0.4256129125529849
WOS:001087696100005,2023,Article,13,0.5264586455997181
WOS:000826874800001,2022,Article,25,0.4780968325217039
WOS:000759519200017,2022,Article,13,0.5963923434040486
WOS:000677292500001,2022,Article,24,0.39310378932919005
WOS:000548281200001,2022,Article,24,0.6783394666874609
WOS:001448179500001,2025,Article,14,0.1952925749854094
WOS:001385812300001,2025,Article,24,0.428198970325236
WOS:001222193000018,2024,Article,28,0.2903096988186019
WOS:000721094100004,2021,Article,13,0.6581453440285381
WOS:000540202100001,2020,Article,14,0.3996900625529491
WOS:000849482400001,2023,Article,8,0.3115340875452353
WOS:000509443500001,2020,Article,7,0.3827178988906339
WOS:001580354300002,2025,Article,8,0.5658135410904895
WOS:001425036300001,2025,Article,14,0.32290970579118106
WOS:001307127300001,2025,Article,24,0.560914371184929
WOS:001088905400001,2023,Article,14,0.4308354702194294
WOS:000868702300001,2022,Article,25,0.5332201209315082
WOS:000664984900001,2021,Article,11,0.34858605374641954
WOS:001436888500001,2025,Article,3,0.31005290266639773
WOS:000548599000009,2020,Article,9,0.38073726156391624
WOS:001510801300003,2025,Article,14,0.5298327628704587
WOS:001484415100001,2025,Article,25,0.638850894745181
WOS:001142888300003,2023,Article,13,0.3655009141505113
WOS:000662934100039,2021,Article,8,0.30142963022533986
WOS:000641983600003,2021,Article,27,0.339788516373719
WOS:001054094200003,2023,Article,30,0.320277745308542
WOS:000693542500001,2022,Article,24,0.7121817089068011
WOS:001299549500001,2024,Article,13,0.6551787024223602
WOS:001307655300001,2024,Article,24,0.5865544246967107
WOS:000928170700014,2022,Article,13,0.6647623622135164
WOS:000677434800001,2022,Article,24,0.41789003338231206
WOS:000625358900025,2021,Article,5,0.3587040695066564
WOS:001397318300001,2025,Article,13,0.6334723153302727
WOS:000952635700001,2023,Article,29,0.5203934172161659
WOS:000785513200001,2022,Article,13,0.5357249423482917
WOS:000677422600001,2022,Article,24,0.547813166295688
WOS:001380565400001,2024,Article,25,0.43414708155070014
WOS:001114744700001,2024,Article,16,0.33228994224565017
WOS:000716375500001,2021,Article,30,0.5274111347764248
WOS:000520785700001,2020,Article,24,0.3550921647411682
WOS:001559179600001,2025,Article; Early Access,16,0.3862603938898556
WOS:001298602200001,2024,Article,29,0.3478505771096377
WOS:001207922400001,2024,Article,24,0.6031283057258788
WOS:001221058900001,2024,Article,13,0.8142176911387256
WOS:000537496000056,2020,Article,3,0.4668336442150279
WOS:000526669000001,2020,Article,29,0.33744932380826254
WOS:001455209300001,2025,Article,24,0.7878827169746807
WOS:001492014700004,2025,Article,21,0.3242327734362623
WOS:000779678200001,2022,Article,25,0.637968472326487
WOS:001565052400001,2025,Article,18,0.31258474892106664
WOS:001610590900001,2025,Article; Early Access,29,0.3964608126700321
WOS:000907721500001,2022,Article,26,0.3915576883438247
WOS:000659112400001,2021,Article,7,0.46354304293030435
WOS:001353253800001,2024,Article,14,0.533245945204504
WOS:001335717000001,2025,Article,29,0.5452229676657432
WOS:001136502500001,2024,Article,19,0.26943068578258683
WOS:000731386700004,2021,Article,7,0.2827390455381093
WOS:000749211600001,2022,Article,11,0.21436552650598126
WOS:000896756400001,2021,Article,30,0.3466914650809772
WOS:001424374100012,2025,Article,24,0.532192866784936
WOS:000621539700001,2020,Article,25,0.33835038113963395
WOS:001104350100001,2023,Article,25,0.7218603692456992
WOS:000589941000001,2020,Article,19,0.7429417949699474
WOS:001081917300001,2023,Article,12,0.2525970017909445
WOS:000861148500001,2022,Article,25,0.2528194306417362
WOS:000799983200001,2024,Article,4,0.39703834100108554
WOS:001599409400001,2025,Article,11,0.7814995011742687
WOS:000642595600068,2021,Article,24,0.43790819222646693
WOS:000576205400001,2020,Article,25,0.6657551374182809
WOS:000729778200001,2021,Article,24,0.45678951889216074
WOS:001352368500002,2024,Article,3,0.4005686283956954
WOS:001369645400002,2024,Article,3,0.21361386384401682
WOS:001126901800001,2023,Article,28,0.2738883837532219
WOS:001137927900016,2023,Article,25,0.37977067909493073
WOS:000833956200001,2022,Article,28,0.40377445192453004
WOS:000960894700003,2023,Article,30,0.6248039838515157
WOS:001389529800001,2025,Article,21,0.5024182115115743
WOS:000733036500001,2023,Article,11,0.5013055293923712
WOS:001138255200003,2024,Article,19,0.4386785949262423
WOS:001379681100001,2024,Article,29,0.3596051970821968
WOS:001086032600001,2023,Article,21,0.6917753298065223
WOS:000993290400026,2023,Article,25,0.3705635098267684
WOS:001509877400002,2025,Article,11,0.3506658530609832
WOS:000962155800001,2023,Article,3,0.4260918700544522
WOS:000751415300001,2022,Article,25,0.5052016961221014
WOS:001545817300003,2025,Article,13,0.4361520570688378
WOS:000749365400001,2022,Article,19,0.13373192733165257
WOS:001555002500001,2025,Article,14,0.30542374641274667
WOS:001583937900001,2025,Article,27,0.4368239725430109
WOS:000687829400001,2021,Article,1,0.2062206045137602
WOS:001255499600001,2024,Article,9,0.474405593403269
WOS:001495505300001,2025,Article,25,0.4811837712247666
WOS:000931529000001,2024,Article,4,0.3878402048574298
WOS:001014404800001,2023,Article,19,0.31534107377335757
WOS:000615182400001,2021,Article,29,0.6338433310977724
WOS:000530877600001,2020,Article,21,0.35907820560317405
WOS:001285608200007,2024,Article,13,0.5371118246668635
WOS:000512761500001,2020,Article,25,0.2256911681112785
WOS:000814259500001,2022,Article,30,0.4675635524537002
WOS:001467915400013,2025,Article,5,0.37622370922560683
WOS:001412616900001,2025,Article,30,0.39341495619158257
WOS:000853571500001,2024,Article,11,0.5585487394904954
WOS:000845978200001,2022,Article,24,0.2648155047136579
WOS:000733154200001,2024,Article,24,0.3738312843065819
WOS:001024879700001,2023,Article,25,0.376660097560055
WOS:001251964000011,2024,Article,25,0.4067493000387679
WOS:000970913600001,2023,Article,11,0.490802028058036
WOS:000771126800001,2022,Article,30,0.19390284025906526
WOS:000949592600001,2023,Article,14,0.5091277614950785
WOS:001204462500001,2024,Article,14,0.7608491614445383
WOS:001402773900016,2022,Article,29,0.4250004952464806
WOS:000806137100003,2022,Article,14,0.6000407443601115
WOS:001089836600001,2023,Article,25,0.6609087170782139
WOS:000609423500006,2021,Article,19,0.24178844545021813
WOS:001574542600001,2025,Article; Early Access,14,0.27014303564961223
WOS:001138696500019,2023,Article,3,0.4759434888931217
WOS:000721957200002,2021,Article,29,0.30219899662812383
WOS:001126336600001,2025,Article,24,0.6861390330957946
WOS:000549898000129,2020,Article,24,0.6262031497763109
WOS:001642633200001,2025,Article,25,0.6670328911816041
WOS:001296543100001,2024,Article,11,0.366198177687869
WOS:000589888900012,2020,Article,4,0.42091882057171776
WOS:001458814400001,2020,Article,25,0.5537383597213582
WOS:001234873900001,2024,Article,6,0.1812379986680144
WOS:001435086800001,2025,Article,29,0.35541275690328133
WOS:001390457600001,2024,Article,9,0.2681956454874137
WOS:000538020800002,2020,Article,11,0.7009761222440373
WOS:001559524500012,2025,Article,24,0.3780838900725471
WOS:001669267500002,2025,Article,11,0.5658028850053224
WOS:000733047500001,2022,Article,24,0.2911544197442989
WOS:000658257400018,2021,Article,25,0.24985274784009645
WOS:001628454100001,2025,Article,30,0.6119890528979083
WOS:000611140500001,2021,Article,4,0.2686198649861672
WOS:000751906500002,2022,Article,1,0.5963933158733477
WOS:000598038000002,2020,Article,24,0.6419550050521595
WOS:000567801700017,2020,Article,3,0.3627565228710348
WOS:000837206900001,2022,Article,11,0.346708591400495
WOS:001508274100001,2025,Article,25,0.6877356055368415
WOS:000750050500015,2021,Article,11,0.6306676742506604
WOS:001512485000001,2025,Article,8,0.29533460933667766
WOS:001483762800001,2025,Article,30,0.3457567172862422
WOS:000715763700002,2021,Article,24,0.3970429697912424
WOS:000660339200003,2021,Article,14,0.6081994577980848
WOS:001397965600001,2025,Article; Early Access,30,0.18890444406233137
WOS:000853674000034,2021,Article,24,0.4362698445530174
WOS:001607042400001,2025,Article,8,0.365571890334223
WOS:000806588100005,2022,Article,21,0.4037876810832086
WOS:001081015900001,2023,Article,2,0.37315640222229185
WOS:000527800100001,2020,Article,15,0.3810007840172222
WOS:001341487000004,2024,Article,26,0.8290131458601897
WOS:001156321400001,2024,Article,5,0.2467217558934903
WOS:000764242300001,2022,Article,4,0.30255796048047623
WOS:001441538900001,2025,Article,26,0.5481477303100326
WOS:001027588600001,2022,Article,26,0.7249069225780735
WOS:001446372500001,2025,Article,21,0.3413918654752465
WOS:000966292200001,2023,Article,5,0.2175234242998673
WOS:000693143300007,2021,Article,29,0.2976160796913943
WOS:000630928400002,2021,Article,26,0.9480663182337236
WOS:001265466200001,2024,Article,21,0.35101945814422664
WOS:000873293100001,2022,Article,26,0.7134470394987166
WOS:000863835800005,2022,Article,21,0.3129056037417716
WOS:000802938500001,2022,Article,15,0.30964765954745876
WOS:001241297700001,2024,Article,29,0.5454268593158006
WOS:000685693100001,2021,Article,14,0.4608800054409142
WOS:000592118200001,2021,Article,11,0.3398038013707842
WOS:000541668900001,2020,Article,13,0.7513914095857276
WOS:001319707200001,2024,Article,14,0.4256121639423362
WOS:000600680400005,2021,Article,24,0.40200808972770397
WOS:001446659800017,2025,Article,30,0.205798923712459
WOS:000640179500002,2021,Article,9,0.362678975185734
WOS:000630100900038,2021,Article,24,0.578551476360657
WOS:000969067800001,2023,Article,25,0.627378426936644
WOS:000899152000001,2023,Article,13,0.47306739354233207
WOS:000662706700001,2021,Article,30,0.4667314184993756
WOS:000642910800001,2021,Article,8,0.2455469744034204
