UT,Publication Year,Document Type,lda_topic,lda_probability
WOS:000919541300004,2023,Article,19,0.41599898858729667
WOS:000525300400046,2020,Article,19,0.2015024225817053
WOS:000805159300001,2022,Article,24,0.3353473792833228
WOS:000536852000001,2020,Article,6,0.4389299472501904
WOS:001619017300001,2025,Article; Early Access,16,0.29751197813973396
WOS:001445536400001,2025,Article,25,0.7566770406316163
WOS:001004446500001,2022,Article,25,0.35975756648518414
WOS:000507666600013,2020,Article,7,0.294242421384998
WOS:000787875900010,2022,Article,8,0.33546559388407665
WOS:000677311900001,2022,Article,0,0.5347490747522979
WOS:000526378000010,2020,Article,25,0.7611370695024423
WOS:000703255500006,2021,Article,5,0.6684598990336899
WOS:001483404800001,2025,Article,25,0.6394271208563561
WOS:001122699800017,2023,Article,14,0.41120148767932807
WOS:000652135100001,2021,Article,11,0.5544219302751272
WOS:001028212200001,2024,Article,18,0.24082230568964424
WOS:000901550300001,2023,Article,9,0.6472556430688534
WOS:000753692000035,2021,Article,30,0.34066694064762254
WOS:000830252900007,2022,Article,24,0.43226047426155445
WOS:000614094300010,2021,Article,25,0.29583981807738124
WOS:000751426300001,2023,Article,19,0.6268307357742321
WOS:000999140800001,2023,Article,25,0.25934204003888245
WOS:001361060900001,2024,Article,31,0.39847805584519985
WOS:000656344000004,2021,Article,14,0.8067928684326162
WOS:001251780400002,2024,Article,29,0.3892656148877548
WOS:000535072900001,2021,Article,11,0.6518070989972036
WOS:001051337900001,2023,Article,14,0.530796386575873
WOS:001223937200001,2024,Article,30,0.2792382312465124
WOS:000607295100012,2020,Article; Proceedings Paper,2,0.39025978786789906
WOS:000732027400042,2021,Article,26,0.3730361375162026
WOS:000644483300003,2021,Article,16,0.5487453723583265
WOS:000862073800001,2022,Article,26,0.6722037904299917
WOS:001498579800043,2025,Article,24,0.3741273374404756
WOS:001304508000003,2024,Article,4,0.6163992440140071
WOS:000515201200010,2020,Article,31,0.32663913360535873
WOS:000580644000020,2020,Article,29,0.5100565005685607
WOS:001605699000001,2025,Article,4,0.2680931842039232
WOS:001467798300001,2025,Article,27,0.470641848234214
WOS:000590828200001,2021,Article,26,0.40543610978456895
WOS:000785732000001,2023,Article,2,0.6524405622965753
WOS:001218122900055,2024,Article,30,0.31025224971219983
WOS:001066921000001,2024,Article,25,0.43939889497183365
WOS:000673363400086,2021,Article,25,0.5175980447005676
WOS:001069282000001,2024,Article,21,0.28870229694251603
WOS:000747434700010,2021,Article,11,0.4325976563398347
WOS:000534892800001,2021,Article,4,0.48121451393298326
WOS:000651508800006,2021,Article,19,0.42024853938818346
WOS:000938290500001,2023,Article,2,0.5695933794634531
WOS:000868480500001,2022,Article,29,0.7773310252755082
WOS:001004897800001,2024,Article,4,0.27169725157212804
WOS:000807171300001,2021,Article,6,0.5206915298905122
WOS:001217172300001,2024,Article,3,0.46715028434220085
WOS:000778895100001,2022,Article,24,0.5351122676375741
WOS:001427077500001,2025,Article,29,0.3590367634890474
WOS:001197263000001,2024,Article,5,0.34107149864139574
WOS:001603811000001,2025,Article,10,0.33098503249608596
WOS:000735210700001,2022,Article,6,0.4900031035346529
WOS:001059491000008,2020,Article,26,0.8891632130034666
WOS:000942736400001,2023,Article,4,0.38786135248626974
WOS:000599233200001,2021,Article,24,0.6297528362536047
WOS:001274819000001,2024,Article,4,0.7304084346365065
WOS:001044944500001,2023,Article,29,0.4268307535825128
WOS:001300819200001,2025,Article,4,0.3144695079381576
WOS:001370328700001,2025,Article,4,0.7479952371423465
WOS:000687321300006,2021,Article,24,0.506013077030411
WOS:000599173900002,2020,Article,13,0.3858193201342815
WOS:000753442900002,2021,Article,0,0.5494354630477314
WOS:001056917600001,2023,Article,9,0.4505829520844582
WOS:000758464700014,2022,Article,5,0.3368693060663724
WOS:001145091400001,2024,Article,21,0.4260630620769424
WOS:000780966600001,2022,Article,6,0.4794520704617772
WOS:000849915800001,2023,Article,7,0.38452241698924083
WOS:001560227600002,2025,Article,4,0.5465718830931524
WOS:001471410200001,2025,Article,25,0.44008569516542895
WOS:000833456100001,2023,Article,8,0.2744707917741829
WOS:001391676300001,2025,Article,11,0.5270337724364841
WOS:001414476400001,2025,Article; Early Access,17,0.3878821697100324
WOS:000786272200001,2022,Article,22,0.5549881326813123
WOS:000817954600001,2023,Article,14,0.4183882747662118
WOS:000740113800001,2022,Article,4,0.46745934560999947
WOS:000729627400001,2022,Article,17,0.2806954040786958
WOS:000860455600001,2022,Article,21,0.3279532213843346
WOS:001341182200001,2025,Article,25,0.30485024575761976
WOS:001576748800001,2025,Article,4,0.50967625518884
WOS:001570369900001,2025,Article,2,0.3386628753853723
WOS:001124741100001,2023,Article,2,0.39685044987480766
WOS:001170201000003,2023,Article,16,0.4882621203625815
WOS:000801910200040,2022,Article,28,0.3380714140735726
WOS:000696635300005,2021,Article,21,0.6015930342320909
WOS:000571120600001,2020,Article,4,0.39984351061363343
WOS:000608165600001,2021,Article,25,0.48370761607493284
WOS:000600387100001,2020,Article,8,0.293451384506248
WOS:000653689300011,2021,Article,22,0.4446633467189363
WOS:001532377400015,2022,Article,29,0.32557479145118784
WOS:001014758500001,2024,Article,0,0.47673656315758717
WOS:000518432900010,2020,Article,19,0.46686686180507225
WOS:000518866000009,2020,Article; Proceedings Paper,26,0.3949391352810142
WOS:001133270800001,2023,Article,25,0.7769500803373686
WOS:001010561200006,2023,Article,29,0.2728937376780472
WOS:000526281900001,2021,Article,24,0.3542400877076591
WOS:000599541500001,2021,Article,14,0.27379073193250947
WOS:000760179100006,2022,Article,13,0.5945423985846481
WOS:001485071200001,2025,Article,29,0.3555237008319167
WOS:000608157700084,2021,Article,8,0.34555887560716547
WOS:001472882300001,2025,Article,4,0.4788276591706226
WOS:000742555900003,2022,Article,26,0.36518360013871565
WOS:001091787000001,2024,Article,8,0.4329496692504947
WOS:001500387100002,2025,Article,4,0.5069756189297292
WOS:001066053900001,2024,Article,14,0.4629714823162678
WOS:000572759600001,2022,Article,12,0.5834735965772175
WOS:001282501200001,2025,Article,8,0.46512607049588217
WOS:000710259500001,2022,Article,8,0.30181896996050095
WOS:000638999100012,2021,Article,15,0.5802510862292781
WOS:001591515900001,2025,Article; Early Access,8,0.32083430158151743
WOS:000919225800001,2023,Article,24,0.504910847439845
WOS:001222282600002,2024,Article,11,0.35310741209741014
WOS:001522059200050,2025,Article,9,0.42942399620300226
WOS:001104410300001,2024,Article,9,0.5107044782601229
WOS:000666167100001,2021,Article,16,0.2760388090705057
WOS:001410112200001,2025,Article,24,0.4561272633929545
WOS:000819773700001,2023,Article,29,0.6020862739046333
WOS:001039170000001,2023,Article,26,0.7829427221068259
WOS:000585162200001,2020,Article,25,0.44408146362927925
WOS:001390233300001,2025,Article,4,0.36441248634061657
WOS:000636259700001,2021,Article,14,0.40734298071613256
WOS:001455728600001,2025,Article,1,0.2306172151349471
WOS:000897072100001,2022,Article; Early Access,12,0.8949335957033105
WOS:001666346400005,2025,Article,14,0.6125903670096304
WOS:001365824400004,2024,Article,4,0.6106175788884515
WOS:000558090500005,2020,Article,5,0.3811905317347591
WOS:001587404500001,2025,Article,9,0.6724111140524941
WOS:000612363800003,2021,Article,13,0.4195237969825826
WOS:001095785900001,2023,Article,25,0.264584271084827
WOS:000919803000008,2022,Article,0,0.6108648281949594
WOS:000628813700003,2021,Article,21,0.24194742859209625
WOS:000749703600007,2021,Article,9,0.40267921890793135
WOS:000815476800001,2023,Article,26,0.8196847233879321
WOS:001529510100001,2025,Article; Early Access,11,0.2689971227852589
WOS:001404584800001,2025,Article,12,0.48231280824714146
WOS:001460973600001,2025,Article,26,0.7380420868547938
WOS:000799009800001,2022,Article,2,0.47663763672155945
WOS:000575253800001,2020,Article,9,0.7755415853838719
WOS:000518145000001,2020,Article,14,0.3227098824443974
WOS:000877686800001,2022,Article,14,0.37367492238709266
WOS:001348224500001,2024,Article,14,0.5282654085212151
WOS:001041772600003,2023,Article,25,0.8528040995850892
WOS:000842863000001,2022,Article,13,0.3215905166899534
WOS:000673695200003,2021,Article,6,0.22897632350181127
WOS:000606735400013,2020,Article,14,0.420403130487335
WOS:001493258700001,2025,Article,14,0.5280715443649804
WOS:000695456700001,2023,Article,14,0.5966527672393399
WOS:000520951800017,2020,Article,25,0.4322899690493989
WOS:000568893400003,2020,Article,21,0.41254069689491785
WOS:000640139100003,2021,Article,2,0.2823164467571692
WOS:001300795500001,2025,Article,3,0.3908398386100647
WOS:001432803700001,2025,Article,31,0.2790853708227823
WOS:001089817800001,2024,Article,2,0.6266374243623237
WOS:001108506500001,2024,Article,12,0.4369911172651609
WOS:001320875900001,2024,Article,29,0.29314318843038145
WOS:001370852400001,2024,Article,8,0.4704323849825606
WOS:001045272700001,2023,Article,0,0.26677671521559915
WOS:001521647200003,2025,Article,9,0.5414458790201286
WOS:000630100900076,2021,Article,25,0.3377552387526147
WOS:000537587600004,2020,Article,14,0.4604035135448979
WOS:000877779800001,2023,Article,5,0.21483058392386167
WOS:000654175900001,2021,Article,25,0.35308581851924303
WOS:000572396200001,2022,Article,11,0.29285867616834
WOS:000515201200035,2020,Article,0,0.3992477725125226
WOS:001311969700003,2025,Article,25,0.4041000545440221
WOS:001653301200004,2025,Article,14,0.5080195271107588
WOS:000904637800002,2020,Article,24,0.8702929724358489
WOS:001635821700001,2025,Article; Early Access,25,0.4071587183451974
WOS:000556862800018,2020,Article,31,0.41550943700929555
WOS:000586884500004,2020,Article,9,0.48346991859562344
WOS:001597212700001,2025,Article; Early Access,17,0.23907406491531788
WOS:001495149500001,2025,Article,30,0.4224708316529773
WOS:000662916400001,2022,Article,25,0.5487179231292075
WOS:000995922600027,2023,Article,29,0.30831380541646014
WOS:000596850200001,2020,Article,31,0.2869637147316767
WOS:001503261400001,2025,Article,29,0.4773495266546341
WOS:001086059800001,2024,Article,2,0.562425120684445
WOS:000629667800013,2021,Article,22,0.5650223031185374
WOS:001439291700001,2025,Article,28,0.34897974895528866
WOS:000598389300008,2021,Article,6,0.4937756527627841
WOS:001360319700001,2025,Article,22,0.2637422102821105
WOS:000561859300006,2020,Article,0,0.3154858250864246
WOS:001350993900001,2024,Article,14,0.7782491344423054
WOS:001187882400001,2024,Article,14,0.8387517558604034
WOS:001459053200001,2025,Article,2,0.7038332881922462
WOS:001421657500001,2025,Article,9,0.7129962080940582
WOS:001080019400001,2023,Article,1,0.4866086771246992
WOS:000561362200001,2020,Article,3,0.47400312460984567
WOS:000570657400001,2020,Article,11,0.4759185725214199
WOS:001217700000001,2024,Article,25,0.9869087837837669
WOS:000695263200001,2022,Article,22,0.35557835464221527
WOS:000949144600001,2023,Article,9,0.6573375014923052
WOS:001550825900001,2025,Article; Early Access,22,0.33112369933349467
WOS:001227486500001,2024,Article,25,0.6613631343411883
WOS:000579180000009,2020,Article,14,0.48125394628181606
WOS:001586154100027,2025,Article,4,0.4159245681032757
WOS:001094877600001,2023,Article,14,0.3451913745593193
WOS:000945715000001,2023,Article,25,0.44132732795357155
WOS:000789950200004,2022,Article,25,0.45037652409562556
WOS:000699820800001,2021,Article,24,0.19715212112963984
WOS:000761192600001,2022,Article,8,0.6768406269538279
WOS:001432968000001,2025,Article,14,0.5487088345522615
WOS:001344282900001,2024,Article,25,0.3413700302188665
WOS:000538447900001,2022,Article,0,0.6084643827952915
WOS:000569302900001,2021,Article,21,0.3179912786284499
WOS:001325913200001,2024,Article,24,0.6132591870861884
WOS:001207673100001,2024,Article,9,0.3267558301285959
WOS:001059491000020,2020,Article,2,0.5278015801928556
WOS:001168779400001,2024,Article,22,0.38561124636557403
WOS:000510452400013,2020,Article,19,0.34650635270545604
WOS:001550552800001,2025,Article,11,0.22775166225915106
WOS:001116913200002,2024,Article,9,0.7292273605829795
WOS:000654915700001,2021,Article,25,0.4853876867845328
WOS:001162990900001,2024,Article,25,0.48807285777575643
WOS:001422804400006,2025,Article,0,0.30484462973789245
WOS:000564916600001,2021,Article,14,0.45133788272928194
WOS:001455681000001,2025,Article; Early Access,14,0.3985364967073289
WOS:000816169500001,2022,Article,14,0.4217116310627133
WOS:000518337700001,2020,Article,14,0.6803724347666501
WOS:000630100900050,2021,Article,7,0.39889080805868327
WOS:000536498000001,2021,Article,26,0.8324441675915228
WOS:001166000100012,2024,Article,6,0.6624898103546167
WOS:000619295400052,2021,Article,11,0.517317120584879
WOS:000696198700001,2021,Article,21,0.529260358728262
WOS:000860340300015,2022,Article,29,0.4048961754898029
WOS:001013036400001,2023,Article,14,0.690886548925561
WOS:000726966400093,2021,Article,14,0.363722509849552
WOS:000980986100001,2023,Article,2,0.19032641546328058
WOS:000577636200006,2020,Article,25,0.3030120472174096
WOS:000821839500001,2022,Article,30,0.3925034396958294
WOS:000612512100001,2021,Article,13,0.29530253056442674
WOS:000798130700001,2023,Article,25,0.548357789832694
WOS:000639703100001,2022,Article,14,0.2684085411772197
WOS:001513612200001,2025,Article,2,0.5351972169182871
WOS:001313429100001,2025,Article,24,0.45775521922429036
WOS:000748009300005,2022,Article,2,0.437984689152358
WOS:001387836600001,2025,Article,2,0.8568070500345041
WOS:000884691500011,2022,Article,15,0.5796231444718035
WOS:000628701500001,2021,Article,9,0.3996327523430678
WOS:000812870600001,2022,Article,9,0.4492585488958865
WOS:000544344600005,2020,Article,0,0.3861903815536142
WOS:001508454400001,2025,Article,14,0.34280735583737293
WOS:001006326600001,2024,Article,9,0.5605869221491675
WOS:000848840600001,2023,Article,14,0.4613111323025811
WOS:000772296000001,2023,Article,25,0.6375929392744765
WOS:000528181900003,2020,Article,8,0.40915534393408054
WOS:001563191300001,2025,Article; Early Access,25,0.3494567380286506
WOS:001590350000014,2024,Article,19,0.6089426705563858
WOS:001187074200001,2025,Article,9,0.3911518349156157
WOS:000649267200007,2020,Article,14,0.4896808291078402
WOS:001606176500001,2025,Article; Early Access,0,0.23068883551422
WOS:000641602100009,2021,Article,5,0.2569665400114213
WOS:000581726100001,2020,Article,17,0.5325193365704488
WOS:001001634300001,2023,Article,25,0.23754063617580512
WOS:000878629700007,2022,Article,0,0.3056154176006824
WOS:000522437600006,2020,Article,14,0.2798286288532503
WOS:001104539300001,2024,Article,22,0.46719923704937905
WOS:001261712700001,2024,Article,25,0.29015553597084043
WOS:000789448600001,2023,Article,9,0.5069808915982188
WOS:000617174100001,2022,Article,25,0.40123597917316145
WOS:001073938500001,2024,Article,25,0.33076487641022995
WOS:001144973200001,2024,Article,30,0.6183429418152835
WOS:001267086000001,2024,Article,4,0.24096032909892393
WOS:001153291500001,2024,Article,30,0.3827609715684045
WOS:001502534200001,2025,Article; Early Access,25,0.21942132240708093
WOS:001289790300001,2024,Article,2,0.16951008624978206
WOS:001275579500001,2024,Article,2,0.3799110929416068
WOS:001411832400001,2025,Article; Early Access,11,0.18236021256892077
WOS:001571102200001,2025,Article,9,0.409765837652235
WOS:000918318800063,2022,Article,14,0.796877021707922
WOS:000705744200001,2022,Article,26,0.2107337208962365
WOS:000761566200001,2022,Article,9,0.4583451880487244
WOS:000756437000008,2022,Article,15,0.4188458980398691
WOS:001574709000001,2025,Article; Early Access,14,0.504534489814604
WOS:000661693300001,2023,Article,25,0.4791182740239617
WOS:000693275600001,2021,Article,14,0.6531644906118167
WOS:000735044000001,2022,Article,0,0.6220464582836266
WOS:000695070500001,2021,Article,14,0.7613023329923572
WOS:000660076900067,2021,Article,0,0.38824594829882575
WOS:001595777500001,2025,Article,22,0.5783370765050181
WOS:001368602300001,2025,Article,25,0.3378481400433695
WOS:000889635700043,2022,Article,28,0.4748205113169068
WOS:001214730700001,2024,Article,24,0.5908641154800468
WOS:001293583700008,2024,Article,19,0.21115567940860427
WOS:000925099900001,2023,Article,5,0.3834901728629324
WOS:001002294100001,2023,Article,30,0.4400245973130724
WOS:000977881500001,2023,Article,4,0.21641493684150082
WOS:000870012300001,2022,Article,5,0.35540608935900925
WOS:000710345200001,2021,Article,25,0.6071907448245093
WOS:000575616100004,2020,Article,13,0.4976539587455939
WOS:001511528200002,2025,Article,25,0.3267221879464325
WOS:001576687100001,2025,Article,5,0.3285330877428804
WOS:001379529600001,2025,Article,14,0.16878589923833667
WOS:001298966000001,2024,Article,27,0.4407143383310406
WOS:000854109900008,2022,Article,29,0.35951083173782655
WOS:000532995800001,2021,Article,3,0.3678226448945956
WOS:001088021000001,2024,Article,8,0.3356042145119355
WOS:001561064800001,2025,Article,28,0.5070090932610158
WOS:001224585900001,2024,Article,29,0.31692362394378254
WOS:000993378100001,2023,Article,8,0.33353562873051323
WOS:000786199200001,2022,Article,4,0.38690705085707755
WOS:000939702000001,2023,Article,22,0.6536469137843465
WOS:000661046100001,2022,Article,8,0.47441897018043394
WOS:001373597900001,2025,Article,19,0.8594494090918953
WOS:001022089600002,2024,Article,30,0.3311195450804427
WOS:000531095100062,2020,Article,24,0.3922035797207249
WOS:001087751500001,2024,Article,28,0.6129075669287415
WOS:001199069900001,2024,Article,5,0.4285448064370181
WOS:001561970000018,2025,Article,29,0.2237376936655691
WOS:001409043700027,2025,Article,8,0.3728195089919761
WOS:001154913400001,2024,Article,12,0.5520621480850666
WOS:001605960300001,2025,Article,1,0.5457345237796786
WOS:000606461400001,2020,Article,4,0.47792547130960095
WOS:000685538900001,2021,Article,2,0.45143686133010036
WOS:001468744700001,2025,Article,21,0.3536228415771536
WOS:001330771200001,2024,Article,24,0.54575985645159
WOS:000571543500005,2020,Article,29,0.3631361168837343
WOS:000591164200001,2021,Article,24,0.35246086894315304
WOS:000854153600001,2023,Article,19,0.3678476263093743
WOS:000530113300001,2020,Article,29,0.2578956563868587
WOS:000947736100001,2023,Article,28,0.5184879426536919
WOS:001087997100001,2025,Article,14,0.40163171233816647
WOS:000936518400006,2022,Article,29,0.502886179724495
WOS:000928050100001,2023,Article,5,0.6481370204953516
WOS:000549693500002,2021,Article,21,0.45024131709148246
WOS:000667763100007,2021,Article,20,0.48854129902748245
WOS:001560115500001,2025,Article,27,0.4087362814239886
WOS:000631302300002,2021,Article,14,0.18276213727774557
WOS:001433601600001,2025,Article,26,0.9214904139862093
WOS:000612172200006,2020,Article,26,0.7649979311581393
WOS:001362425800001,2025,Article,4,0.7754038017303736
WOS:000528747400017,2020,Article,29,0.47169995621786076
WOS:001096273900001,2023,Article,27,0.4743691251702215
WOS:000865489300008,2022,Article,5,0.20609246092077893
WOS:000673550200001,2022,Article,5,0.46104835148378687
WOS:000556584000001,2020,Article,26,0.4630836546753649
WOS:000743340400001,2022,Article,29,0.3707235646271615
WOS:000555909700001,2020,Article,25,0.2517702659058475
WOS:001350343700001,2025,Article,29,0.342902947262428
WOS:001537649400015,2025,Article,6,0.9238004538997244
WOS:001592610000001,2024,Article,25,0.2244477942422276
WOS:001202141900001,2024,Article,13,0.4841820013627668
WOS:000730128900026,2021,Article,11,0.33489017892214523
WOS:000539730000026,2020,Article,5,0.5360242650830697
WOS:001062873800009,2022,Article,2,0.39864787839606713
WOS:000565736100006,2020,Article,13,0.5321955151641244
WOS:001105427900001,2023,Article,4,0.4600204175565068
WOS:000818785700005,2022,Article,30,0.2901292456206817
WOS:000551233600004,2020,Article,29,0.3912342765602195
WOS:001457127300001,2025,Article,29,0.4487557854793844
WOS:001097080800001,2024,Article,13,0.43881853864117115
WOS:000982229000001,2023,Article,11,0.3719938155322364
WOS:000748740100014,2022,Article,4,0.3432944784901781
WOS:001140347400001,2023,Article,14,0.5858296047003483
WOS:000925459300001,2023,Article,19,0.3174165648820612
WOS:000733216100001,2022,Article,29,0.31327169745237293
WOS:000806828500001,2023,Article,8,0.36469910855424015
WOS:000546459200001,2021,Article,6,0.38083612480218715
WOS:001561970000030,2025,Article,4,0.35840174306388295
WOS:000663332600017,2021,Article,26,0.8355005155129613
WOS:001369846500001,2025,Article,29,0.6109841256627577
WOS:001472683600001,2025,Article,11,0.29483964132610974
WOS:000870202900001,2022,Article,30,0.43130882708776913
WOS:000555251900001,2021,Article,7,0.5039771982512252
WOS:001609620400003,2025,Article,28,0.45294088659597137
WOS:000587115500001,2020,Article,14,0.48319968146939773
WOS:001392732500001,2025,Article,11,0.37661938168064757
WOS:001456835000001,2025,Article,25,0.2624470629256189
WOS:001174784900001,2024,Article,8,0.648808573516543
WOS:001247953000001,2025,Article,17,0.4636874291991428
WOS:001538270600010,2025,Article,30,0.3254477212848632
WOS:000729714200002,2022,Article,1,0.3085798005699362
WOS:000562547800001,2020,Article,24,0.5581428813632668
WOS:001205267700006,2024,Article,8,0.4048262622599075
WOS:001350841300001,2024,Article,1,0.36927118961797206
WOS:000964504000001,2023,Article,25,0.3751355341661287
WOS:000640650100037,2021,Article,2,0.4199175767147927
WOS:001032135800001,2023,Article,1,0.3017851639243746
WOS:000507666600010,2020,Article,14,0.24078925081778477
WOS:000931424400001,2023,Article,20,0.24653264777145384
WOS:000788603200001,2022,Article,11,0.554098539097556
WOS:000792703500004,2022,Article,1,0.5294839712308969
WOS:000760930000001,2022,Article,16,0.4816961558226034
WOS:001089041500001,2023,Article,8,0.4433538943076921
WOS:000889257200001,2022,Article,21,0.569389373273334
WOS:001072868500008,2023,Article,1,0.2100869846101721
WOS:000924064100001,2023,Article,0,0.44156201162112496
WOS:000742769500006,2021,Article,14,0.38125328858980706
WOS:001556195400003,2023,Article,0,0.3787515860887781
WOS:000641579700008,2021,Article,24,0.43615934872483136
WOS:001030722600001,2023,Article,9,0.5154690565426107
WOS:001023484900001,2023,Article,8,0.3921966919140145
WOS:000566727300003,2020,Article,30,0.3394842025296312
WOS:000866802300001,2022,Article,24,0.380719360523223
WOS:001371602200001,2025,Article,8,0.24897039910119134
WOS:000887851600001,2022,Article,11,0.38593040162920594
WOS:001260144900001,2024,Article,3,0.26745577614922905
WOS:000719032100001,2021,Article,24,0.35321946628727435
WOS:000719855700001,2021,Article,5,0.3618881487824112
WOS:001350168200001,2024,Article,5,0.5941490226603902
WOS:000755078000020,2021,Article,16,0.40149595383424613
WOS:000599684100034,2021,Article,3,0.6027039157757517
WOS:000630868500010,2021,Article,11,0.4679158393606263
WOS:000627679500010,2021,Article,5,0.296785352538659
WOS:000635975300012,2021,Article,9,0.4425546822699112
WOS:000562908900001,2021,Article,19,0.2877343711781312
WOS:001102341200001,2023,Article,5,0.38877294548885766
WOS:001223735900001,2024,Article; Early Access,4,0.6337247017727643
WOS:000549971000006,2020,Article,21,0.4337151710625169
WOS:001234971500001,2024,Article,29,0.26983634595369427
WOS:000701383200001,2021,Article,2,0.19023643934583195
WOS:001272166300001,2024,Article,9,0.4580192875979749
WOS:000513466000001,2020,Article,11,0.372429995829523
WOS:001473909300003,2025,Article,4,0.6185639636589657
WOS:000949674100001,2023,Article,25,0.33684615217883207
WOS:000527759200001,2021,Article,14,0.6140031050760222
WOS:001208887600005,2024,Article,2,0.5423857236961452
WOS:001281267600001,2023,Article,1,0.32789408512237156
WOS:000868481900009,2022,Article,30,0.26731950995866754
WOS:000900014900004,2022,Article,11,0.3277979314339487
WOS:001429982800001,2025,Article,2,0.4282976111714794
WOS:001375135400001,2025,Article,2,0.322661247906915
WOS:000773763400001,2022,Article,14,0.3153356727530717
WOS:000506868100016,2020,Article,5,0.35973251519472643
WOS:000620916000001,2021,Article,9,0.3146931177937077
WOS:001098969800001,2024,Article,30,0.569253930652235
WOS:001384126000001,2024,Article,25,0.47780623034700315
WOS:001021224500001,2023,Article,11,0.2989899916068764
WOS:000750275100001,2023,Article,9,0.4927274494141119
WOS:000762847800001,2022,Article,0,0.2641156345511591
WOS:001295925700001,2024,Article,2,0.47085378340250095
WOS:000846679800011,2022,Article,31,0.27215189788660776
WOS:001612707900002,2025,Article,9,0.43390996814164223
WOS:001469855900047,2025,Article,14,0.35771026083915897
WOS:000764903500001,2022,Article,14,0.29074856885700306
WOS:001573671100001,2025,Article,0,0.47573064005694443
WOS:000958046600001,2023,Article,14,0.2999662189750226
WOS:000529800500155,2020,Article,14,0.41241273873515344
WOS:001310688700001,2025,Article,25,0.4195142877618773
WOS:000765245000001,2023,Article,24,0.4366844204925961
WOS:000833172300001,2022,Article,21,0.36358555923077285
WOS:000863855700004,2022,Article,14,0.3692958775001009
WOS:000573113800001,2020,Article,14,0.6423239373280174
WOS:000786094200001,2022,Article,2,0.6950018471879458
WOS:001069685900001,2023,Article,21,0.572504067533723
WOS:001164464000001,2024,Article,9,0.6266692745174546
WOS:001425510700004,2024,Article,25,0.5812520336555328
WOS:001151150000001,2024,Article,9,0.5446983380092755
WOS:001136287900001,2024,Article,25,0.2757851630208514
WOS:000779833400001,2022,Article,25,0.3892312319501134
WOS:000545187400001,2021,Article,26,0.8835447752627481
WOS:001599411200001,2025,Article,27,0.32813435591335965
WOS:000616708800001,2021,Article,1,0.3122369989165331
WOS:000537511100002,2022,Article,24,0.7441227065496135
WOS:001272183600001,2025,Article,11,0.3351312624006152
WOS:000677273300001,2022,Article,25,0.39576257691365274
WOS:001223112300005,2024,Article,4,0.7689149412750267
WOS:001364626400001,2025,Article,4,0.44545495099892557
WOS:001121644900001,2024,Article,25,0.42916509414134413
WOS:000604244400001,2021,Article,25,0.7664615430194311
WOS:001085341900002,2023,Article,5,0.29631571657828076
WOS:000854411300002,2023,Article,4,0.4452737588666267
WOS:001002927700001,2023,Article,5,0.2865793166000305
WOS:001441498700036,2025,Article,14,0.6105151909776216
WOS:000703421100001,2022,Article,11,0.23622904124030242
WOS:001275893600001,2024,Article,6,0.672268700629468
WOS:000972632200001,2023,Article,25,0.855899382319486
WOS:000754045400001,2022,Article,30,0.36975502522508324
WOS:000615812800001,2021,Article,28,0.2687022647134844
WOS:001151558800001,2023,Article,14,0.7145857184844642
WOS:000730128900015,2021,Article,28,0.33834701670133466
WOS:000903750100004,2022,Article,19,0.4328525181398852
WOS:001316559800001,2025,Article,25,0.4007518136651032
WOS:000543101300011,2020,Article,16,0.3612251963319402
WOS:001396207200001,2025,Article,20,0.31333606721027996
WOS:001093369400001,2024,Article,14,0.19792731412524256
WOS:000785477700001,2022,Article,1,0.3584733292682805
WOS:000806035000012,2022,Article,14,0.5530512758643602
WOS:000819142700001,2022,Article,25,0.7956351882446832
WOS:000621425700002,2021,Article,29,0.2540466557284355
WOS:000691747600007,2021,Article,12,0.6577059543328633
WOS:000585195800009,2020,Article,30,0.4965035031287719
WOS:000710146800009,2021,Article,29,0.3454733020978524
WOS:001392377800001,2025,Article,26,0.37984493591716967
WOS:000769212700001,2022,Article,11,0.21525128070801738
WOS:001145272500001,2024,Article,9,0.38610692917656536
WOS:000612526300036,2021,Article,30,0.47909481365518597
WOS:001045208200001,2023,Article,19,0.21046209257767096
WOS:000550011100001,2021,Article,14,0.3319948306294696
WOS:001282072000001,2025,Article,25,0.32997757560534896
WOS:000661743000005,2021,Article,9,0.8133255827800719
WOS:001159049200001,2024,Article,11,0.5999538423248136
WOS:000632429000019,2021,Article,21,0.5105212906220027
WOS:000868481900011,2022,Article,29,0.4360842072032866
WOS:001191621700001,2024,Article,8,0.7235123331998033
WOS:001502504800001,2025,Article,3,0.3203375126757163
WOS:001124954700005,2022,Article,4,0.3271048993495229
WOS:001520849600001,2025,Article,1,0.49090539914280745
WOS:001325959900001,2025,Article,4,0.26642644928454684
WOS:001149429500001,2024,Article,25,0.3365423590898805
WOS:000779991700002,2021,Article,16,0.3935766415825002
WOS:000628709800001,2021,Article,29,0.3507729286748422
WOS:000528191200029,2020,Article,1,0.7071345824048774
WOS:000762570200001,2022,Article,1,0.3112875105118071
WOS:000906787000001,2022,Article,24,0.4424677405179437
WOS:000620257700011,2021,Article,21,0.6612187347525313
WOS:001158344700001,2024,Article,5,0.670682897946422
WOS:000790698700001,2022,Article,8,0.696316459949887
WOS:000561744200051,2020,Article,24,0.47047029865680445
WOS:000933549300001,2023,Article,4,0.2606378247942953
WOS:001492293400001,2025,Article,9,0.30309160259530105
